sequence_names, nt_proportion0, nt_proportion1, nt_proportion2, nt_proportion3, dinucleotide_proportion0, dinucleotide_proportion1, dinucleotide_proportion2, dinucleotide_proportion3, dinucleotide_proportion4, dinucleotide_proportion5, dinucleotide_proportion6, dinucleotide_proportion7, dinucleotide_proportion8, dinucleotide_proportion9, dinucleotide_proportion10, dinucleotide_proportion11, dinucleotide_proportion12, dinucleotide_proportion13, dinucleotide_proportion14, dinucleotide_proportion15, gc_content, gc_ratio, sequence_length, bp_number, dP, bp_proportion0, bp_proportion1, bp_proportion2, bp_proportion_stem0, bp_proportion_stem1, bp_proportion_stem2, triplets0, triplets1, triplets2, triplets3, triplets4, triplets5, triplets6, triplets7, triplets8, triplets9, triplets10, triplets11, triplets12, triplets13, triplets14, triplets15, triplets16, triplets17, triplets18, triplets19, triplets20, triplets21, triplets22, triplets23, triplets24, triplets25, triplets26, triplets27, triplets28, triplets29, triplets30, triplets31, mfe, efe, ensemble_frequency, diversity, mfe_efe_difference, dQ, dG, mfei1, mfei2, mfei4
covid19_21501-20901_InvCom_stem-348-457, 0.309091, 0.190909, 0.145455, 0.354545, 0.119266, 0.055046, 0.073394, 0.055046, 0.064220, 0.055046, 0.009174, 0.064220, 0.027523, 0.018349, 0.018349, 0.082569, 0.091743, 0.064220, 0.045872, 0.155963, 0.336364, 0.761905, 110.000000, 30.000000, 0.272727, 0.533333, 0.366667, 0.100000, 0.106667, 0.073333, 0.020000, 0.101852, 0.055556, 0.074074, 0.120370, 0.027778, 0.009259, 0.018519, 0.037037, 0.000000, 0.009259, 0.000000, 0.046296, 0.027778, 0.009259, 0.000000, 0.018519, 0.018519, 0.027778, 0.027778, 0.018519, 0.000000, 0.009259, 0.009259, 0.000000, 0.027778, 0.018519, 0.009259, 0.000000, 0.092593, 0.055556, 0.009259, 0.120370, -16.300000, -17.840000, 0.082822, 20.420000, 0.014000, 0.558640, -0.148182, -0.440541, -0.029636, -0.543333
covid19_21701-21101_InvCom_stem-248-335, 0.409091, 0.170455, 0.159091, 0.261364, 0.172414, 0.080460, 0.080460, 0.080460, 0.068966, 0.045977, 0.000000, 0.057471, 0.080460, 0.011494, 0.045977, 0.022989, 0.091954, 0.034483, 0.022989, 0.103448, 0.329545, 0.933333, 88.000000, 20.000000, 0.227273, 0.550000, 0.450000, 0.000000, 0.183333, 0.150000, 0.000000, 0.074074, 0.074074, 0.074074, 0.098765, 0.012346, 0.012346, 0.024691, 0.024691, 0.000000, 0.000000, 0.000000, 0.000000, 0.061728, 0.000000, 0.000000, 0.012346, 0.037037, 0.024691, 0.012346, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.037037, 0.012346, 0.000000, 0.024691, 0.197531, 0.061728, 0.049383, 0.074074, -18.700000, -20.070000, 0.108187, 7.460000, 0.015568, 0.267797, -0.212500, -0.644828, -0.070833, -0.935000
covid19_21701-21101_InvCom_stem-453-590, 0.318841, 0.231884, 0.173913, 0.275362, 0.102190, 0.051095, 0.080292, 0.080292, 0.094891, 0.072993, 0.014599, 0.051095, 0.043796, 0.051095, 0.014599, 0.065693, 0.080292, 0.051095, 0.065693, 0.080292, 0.405797, 0.750000, 138.000000, 50.000000, 0.362319, 0.540000, 0.420000, 0.040000, 0.135000, 0.105000, 0.010000, 0.137405, 0.106870, 0.061069, 0.160305, 0.022901, 0.015267, 0.045802, 0.038168, 0.068702, 0.030534, 0.000000, 0.022901, 0.000000, 0.007634, 0.007634, 0.015267, 0.045802, 0.015267, 0.038168, 0.022901, 0.000000, 0.015267, 0.022901, 0.000000, 0.000000, 0.015267, 0.000000, 0.015267, 0.038168, 0.015267, 0.000000, 0.015267, -31.700000, -35.410000, 0.002421, 19.830000, 0.026884, 0.372300, -0.229710, -0.566071, -0.057428, -0.634000
covid19_21801-21201_InvCom_stem-62-127, 0.409091, 0.106061, 0.257576, 0.227273, 0.230769, 0.046154, 0.107692, 0.030769, 0.030769, 0.015385, 0.000000, 0.061538, 0.107692, 0.000000, 0.061538, 0.092308, 0.030769, 0.046154, 0.092308, 0.046154, 0.363636, 2.428571, 66.000000, 13.000000, 0.196970, 0.538462, 0.384615, 0.076923, 0.179487, 0.128205, 0.025641, 0.046875, 0.078125, 0.062500, 0.062500, 0.015625, 0.000000, 0.015625, 0.046875, 0.000000, 0.000000, 0.031250, 0.000000, 0.015625, 0.000000, 0.031250, 0.000000, 0.046875, 0.000000, 0.015625, 0.015625, 0.000000, 0.000000, 0.000000, 0.000000, 0.031250, 0.000000, 0.015625, 0.000000, 0.250000, 0.031250, 0.093750, 0.093750, -14.200000, -15.030000, 0.258974, 8.200000, 0.012576, 0.356927, -0.215152, -0.591667, -0.071717, -1.092308
covid19_22001-21401_InvCom_stem-82-158, 0.311688, 0.194805, 0.194805, 0.298701, 0.118421, 0.039474, 0.092105, 0.065789, 0.052632, 0.039474, 0.013158, 0.092105, 0.039474, 0.013158, 0.052632, 0.078947, 0.105263, 0.092105, 0.039474, 0.065789, 0.389610, 1.000000, 77.000000, 17.000000, 0.220779, 0.529412, 0.352941, 0.117647, 0.176471, 0.117647, 0.039216, 0.057143, 0.042857, 0.071429, 0.085714, 0.014286, 0.000000, 0.042857, 0.042857, 0.014286, 0.014286, 0.000000, 0.000000, 0.000000, 0.014286, 0.028571, 0.028571, 0.042857, 0.042857, 0.000000, 0.014286, 0.000000, 0.000000, 0.000000, 0.000000, 0.042857, 0.000000, 0.000000, 0.028571, 0.128571, 0.085714, 0.042857, 0.114286, -13.200000, -15.180000, 0.040532, 14.150000, 0.025714, 0.481414, -0.171429, -0.440000, -0.057143, -0.776471
covid19_22001-21401_InvCom_stem-340-521, 0.362637, 0.137363, 0.192308, 0.307692, 0.149171, 0.082873, 0.077348, 0.055249, 0.060773, 0.005525, 0.005525, 0.066298, 0.055249, 0.011050, 0.033149, 0.088398, 0.099448, 0.038674, 0.071823, 0.099448, 0.329670, 1.400000, 182.000000, 48.000000, 0.263736, 0.541667, 0.270833, 0.187500, 0.090278, 0.045139, 0.031250, 0.102564, 0.051282, 0.070513, 0.147436, 0.038462, 0.012821, 0.032051, 0.025641, 0.000000, 0.006410, 0.019231, 0.025641, 0.025641, 0.019231, 0.000000, 0.025641, 0.025641, 0.006410, 0.019231, 0.051282, 0.000000, 0.006410, 0.006410, 0.000000, 0.012821, 0.012821, 0.025641, 0.012821, 0.115385, 0.019231, 0.019231, 0.064103, -28.000000, -33.390000, 0.000160, 73.730000, 0.029615, 1.437811, -0.153846, -0.466667, -0.025641, -0.583333
covid19_22001-21401_InvCom_stem-512-586, 0.373333, 0.186667, 0.106667, 0.333333, 0.121622, 0.067568, 0.081081, 0.108108, 0.067568, 0.054054, 0.000000, 0.067568, 0.081081, 0.013514, 0.000000, 0.013514, 0.108108, 0.040541, 0.027027, 0.148649, 0.293333, 0.571429, 75.000000, 18.000000, 0.240000, 0.722222, 0.277778, 0.000000, 0.240741, 0.092593, 0.000000, 0.138462, 0.046154, 0.030769, 0.138462, 0.015385, 0.000000, 0.030769, 0.030769, 0.015385, 0.000000, 0.000000, 0.015385, 0.030769, 0.015385, 0.015385, 0.000000, 0.030769, 0.015385, 0.000000, 0.015385, 0.000000, 0.000000, 0.015385, 0.000000, 0.030769, 0.000000, 0.000000, 0.015385, 0.123077, 0.107692, 0.030769, 0.092308, -12.200000, -12.840000, 0.353027, 2.950000, 0.008533, 0.137447, -0.162667, -0.554545, -0.054222, -0.677778
covid19_22101-21501_InvCom_stem-12-94, 0.373494, 0.204819, 0.144578, 0.277108, 0.158537, 0.073171, 0.073171, 0.073171, 0.085366, 0.024390, 0.012195, 0.085366, 0.073171, 0.036585, 0.012195, 0.024390, 0.048780, 0.073171, 0.048780, 0.097561, 0.349398, 0.705882, 83.000000, 21.000000, 0.253012, 0.571429, 0.380952, 0.047619, 0.142857, 0.095238, 0.011905, 0.098592, 0.042254, 0.042254, 0.098592, 0.028169, 0.028169, 0.028169, 0.042254, 0.042254, 0.014085, 0.028169, 0.000000, 0.042254, 0.028169, 0.000000, 0.000000, 0.028169, 0.028169, 0.042254, 0.028169, 0.014085, 0.000000, 0.000000, 0.014085, 0.056338, 0.014085, 0.000000, 0.000000, 0.070423, 0.056338, 0.014085, 0.070423, -14.900000, -16.120000, 0.139259, 12.650000, 0.014699, 0.468786, -0.179518, -0.513793, -0.044880, -0.709524
covid19_22201-21601_InvCom_stem-229-293, 0.446154, 0.123077, 0.138462, 0.292308, 0.171875, 0.093750, 0.078125, 0.109375, 0.093750, 0.000000, 0.015625, 0.015625, 0.031250, 0.015625, 0.031250, 0.046875, 0.140625, 0.015625, 0.015625, 0.125000, 0.261538, 1.125000, 65.000000, 14.000000, 0.215385, 0.714286, 0.285714, 0.000000, 0.357143, 0.142857, 0.000000, 0.105263, 0.017544, 0.017544, 0.140351, 0.017544, 0.017544, 0.000000, 0.035088, 0.017544, 0.000000, 0.000000, 0.000000, 0.070175, 0.000000, 0.000000, 0.000000, 0.052632, 0.000000, 0.017544, 0.000000, 0.000000, 0.017544, 0.017544, 0.000000, 0.017544, 0.017544, 0.035088, 0.017544, 0.175439, 0.052632, 0.035088, 0.105263, -4.500000, -5.910000, 0.102305, 6.750000, 0.021692, 0.344383, -0.069231, -0.264706, -0.034615, -0.321429
covid19_22501-21901_InvCom_stem-118-190, 0.369863, 0.260274, 0.205479, 0.164384, 0.111111, 0.069444, 0.125000, 0.055556, 0.111111, 0.097222, 0.000000, 0.055556, 0.083333, 0.055556, 0.027778, 0.041667, 0.055556, 0.041667, 0.055556, 0.013889, 0.465753, 0.789474, 73.000000, 16.000000, 0.219178, 0.312500, 0.562500, 0.125000, 0.104167, 0.187500, 0.041667, 0.056338, 0.056338, 0.056338, 0.056338, 0.014085, 0.042254, 0.042254, 0.014085, 0.000000, 0.000000, 0.000000, 0.000000, 0.070423, 0.028169, 0.000000, 0.000000, 0.000000, 0.028169, 0.056338, 0.028169, 0.000000, 0.000000, 0.000000, 0.000000, 0.084507, 0.014085, 0.000000, 0.014085, 0.126761, 0.098592, 0.056338, 0.056338, -13.300000, -14.550000, 0.131878, 15.320000, 0.017123, 0.593360, -0.182192, -0.391176, -0.060731, -0.831250
covid19_22501-21901_InvCom_stem-174-248, 0.426667, 0.146667, 0.173333, 0.253333, 0.189189, 0.054054, 0.108108, 0.067568, 0.054054, 0.040541, 0.000000, 0.054054, 0.067568, 0.013514, 0.013514, 0.081081, 0.108108, 0.040541, 0.054054, 0.054054, 0.320000, 1.181818, 75.000000, 20.000000, 0.266667, 0.600000, 0.350000, 0.050000, 0.200000, 0.116667, 0.016667, 0.092308, 0.076923, 0.061538, 0.107692, 0.015385, 0.015385, 0.030769, 0.061538, 0.030769, 0.030769, 0.000000, 0.000000, 0.046154, 0.000000, 0.015385, 0.000000, 0.061538, 0.015385, 0.030769, 0.015385, 0.000000, 0.000000, 0.000000, 0.000000, 0.046154, 0.000000, 0.015385, 0.000000, 0.107692, 0.030769, 0.030769, 0.061538, -16.000000, -16.530000, 0.425792, 3.180000, 0.007067, 0.151195, -0.213333, -0.666667, -0.071111, -0.800000
covid19_22101-22701_stem-164-240, 0.233766, 0.194805, 0.181818, 0.389610, 0.039474, 0.078947, 0.065789, 0.052632, 0.078947, 0.013158, 0.000000, 0.105263, 0.052632, 0.013158, 0.052632, 0.052632, 0.065789, 0.078947, 0.065789, 0.184211, 0.376623, 0.933333, 77.000000, 20.000000, 0.259740, 0.600000, 0.350000, 0.050000, 0.200000, 0.116667, 0.016667, 0.104478, 0.074627, 0.104478, 0.104478, 0.029851, 0.000000, 0.014925, 0.044776, 0.000000, 0.000000, 0.014925, 0.000000, 0.000000, 0.029851, 0.000000, 0.044776, 0.029851, 0.029851, 0.000000, 0.029851, 0.000000, 0.000000, 0.000000, 0.000000, 0.014925, 0.000000, 0.000000, 0.044776, 0.044776, 0.059701, 0.059701, 0.119403, -19.200000, -20.670000, 0.092245, 8.720000, 0.019091, 0.379308, -0.249351, -0.662069, -0.083117, -0.960000
covid19_22201-22801_stem-348-434, 0.275862, 0.183908, 0.195402, 0.344828, 0.093023, 0.058140, 0.058140, 0.058140, 0.058140, 0.058140, 0.011628, 0.058140, 0.069767, 0.046512, 0.034884, 0.046512, 0.058140, 0.023256, 0.093023, 0.174419, 0.379310, 1.062500, 87.000000, 25.000000, 0.287356, 0.520000, 0.360000, 0.120000, 0.130000, 0.090000, 0.030000, 0.087500, 0.062500, 0.075000, 0.100000, 0.037500, 0.037500, 0.025000, 0.037500, 0.000000, 0.000000, 0.000000, 0.000000, 0.037500, 0.025000, 0.037500, 0.037500, 0.025000, 0.012500, 0.050000, 0.037500, 0.000000, 0.000000, 0.000000, 0.000000, 0.025000, 0.037500, 0.000000, 0.062500, 0.062500, 0.025000, 0.025000, 0.037500, -18.300000, -20.340000, 0.036775, 10.110000, 0.023448, 0.355314, -0.210345, -0.554545, -0.052586, -0.732000
covid19_22301-22901_stem-478-541, 0.390625, 0.171875, 0.203125, 0.234375, 0.158730, 0.047619, 0.079365, 0.111111, 0.079365, 0.031746, 0.015873, 0.047619, 0.079365, 0.047619, 0.047619, 0.015873, 0.079365, 0.047619, 0.047619, 0.063492, 0.375000, 1.181818, 64.000000, 16.000000, 0.250000, 0.500000, 0.437500, 0.062500, 0.250000, 0.218750, 0.031250, 0.092593, 0.074074, 0.092593, 0.111111, 0.037037, 0.018519, 0.018519, 0.018519, 0.037037, 0.000000, 0.000000, 0.000000, 0.037037, 0.000000, 0.018519, 0.000000, 0.018519, 0.018519, 0.018519, 0.037037, 0.000000, 0.000000, 0.000000, 0.000000, 0.037037, 0.018519, 0.000000, 0.000000, 0.148148, 0.037037, 0.000000, 0.111111, -17.500000, -18.530000, 0.188133, 3.510000, 0.016094, 0.150186, -0.273438, -0.729167, -0.136719, -1.093750
covid19_22401-23001_stem-95-167, 0.369863, 0.205479, 0.082192, 0.342466, 0.138889, 0.083333, 0.055556, 0.097222, 0.069444, 0.041667, 0.000000, 0.097222, 0.041667, 0.000000, 0.000000, 0.027778, 0.111111, 0.083333, 0.027778, 0.125000, 0.287671, 0.400000, 73.000000, 12.000000, 0.164384, 0.666667, 0.333333, 0.000000, 0.333333, 0.166667, 0.000000, 0.066667, 0.033333, 0.033333, 0.066667, 0.066667, 0.016667, 0.000000, 0.000000, 0.016667, 0.000000, 0.016667, 0.000000, 0.000000, 0.000000, 0.000000, 0.050000, 0.000000, 0.000000, 0.016667, 0.066667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.050000, 0.200000, 0.116667, 0.000000, 0.183333, -10.000000, -10.600000, 0.376632, 2.930000, 0.008219, 0.157422, -0.136986, -0.476190, -0.068493, -0.833333
covid19_22401-23001_stem-212-293, 0.256098, 0.195122, 0.170732, 0.378049, 0.061728, 0.037037, 0.049383, 0.111111, 0.074074, 0.037037, 0.012346, 0.074074, 0.061728, 0.049383, 0.024691, 0.037037, 0.061728, 0.074074, 0.086420, 0.148148, 0.365854, 0.875000, 82.000000, 26.000000, 0.317073, 0.538462, 0.423077, 0.038462, 0.107692, 0.084615, 0.007692, 0.146667, 0.120000, 0.133333, 0.106667, 0.013333, 0.013333, 0.000000, 0.053333, 0.013333, 0.013333, 0.013333, 0.000000, 0.013333, 0.013333, 0.000000, 0.013333, 0.026667, 0.000000, 0.013333, 0.040000, 0.000000, 0.000000, 0.000000, 0.000000, 0.013333, 0.000000, 0.000000, 0.026667, 0.053333, 0.040000, 0.000000, 0.120000, -23.200000, -24.000000, 0.272537, 4.310000, 0.009756, 0.153443, -0.282927, -0.773333, -0.056585, -0.892308
covid19_22401-23001_stem-305-389, 0.317647, 0.152941, 0.176471, 0.352941, 0.095238, 0.035714, 0.071429, 0.107143, 0.047619, 0.011905, 0.000000, 0.095238, 0.071429, 0.023810, 0.011905, 0.071429, 0.095238, 0.083333, 0.095238, 0.083333, 0.329412, 1.153846, 85.000000, 24.000000, 0.282353, 0.541667, 0.375000, 0.083333, 0.180556, 0.125000, 0.027778, 0.116883, 0.051948, 0.064935, 0.103896, 0.038961, 0.025974, 0.025974, 0.038961, 0.012987, 0.000000, 0.000000, 0.038961, 0.012987, 0.012987, 0.012987, 0.038961, 0.012987, 0.025974, 0.038961, 0.051948, 0.000000, 0.000000, 0.000000, 0.000000, 0.012987, 0.012987, 0.000000, 0.051948, 0.090909, 0.025974, 0.038961, 0.038961, -20.100000, -21.670000, 0.077670, 7.910000, 0.018471, 0.260365, -0.236471, -0.717857, -0.078824, -0.837500
covid19_22401-23001_stem-515-596, 0.317073, 0.182927, 0.195122, 0.304878, 0.086420, 0.037037, 0.098765, 0.086420, 0.061728, 0.037037, 0.012346, 0.074074, 0.086420, 0.024691, 0.037037, 0.049383, 0.086420, 0.074074, 0.049383, 0.098765, 0.378049, 1.066667, 82.000000, 25.000000, 0.304878, 0.640000, 0.320000, 0.040000, 0.160000, 0.080000, 0.010000, 0.146667, 0.080000, 0.080000, 0.146667, 0.013333, 0.013333, 0.026667, 0.040000, 0.000000, 0.000000, 0.013333, 0.013333, 0.040000, 0.013333, 0.013333, 0.000000, 0.040000, 0.000000, 0.013333, 0.026667, 0.000000, 0.000000, 0.000000, 0.000000, 0.026667, 0.000000, 0.013333, 0.013333, 0.053333, 0.053333, 0.053333, 0.066667, -21.500000, -23.310000, 0.052971, 9.390000, 0.022073, 0.296392, -0.262195, -0.693548, -0.065549, -0.860000
covid19_22501-23101_stem-464-540, 0.259740, 0.181818, 0.181818, 0.376623, 0.078947, 0.065789, 0.039474, 0.065789, 0.065789, 0.039474, 0.013158, 0.065789, 0.026316, 0.026316, 0.052632, 0.078947, 0.078947, 0.052632, 0.078947, 0.171053, 0.363636, 1.000000, 77.000000, 21.000000, 0.272727, 0.476190, 0.285714, 0.238095, 0.238095, 0.142857, 0.119048, 0.088235, 0.073529, 0.102941, 0.088235, 0.044118, 0.000000, 0.029412, 0.044118, 0.029412, 0.014706, 0.014706, 0.000000, 0.014706, 0.000000, 0.029412, 0.014706, 0.000000, 0.014706, 0.029412, 0.073529, 0.000000, 0.000000, 0.000000, 0.000000, 0.029412, 0.000000, 0.000000, 0.029412, 0.029412, 0.058824, 0.000000, 0.147059, -13.300000, -15.320000, 0.037498, 26.420000, 0.026234, 1.010953, -0.172727, -0.475000, -0.086364, -0.633333
covid19_22801-23401_stem-340-445, 0.349057, 0.179245, 0.150943, 0.320755, 0.190476, 0.076190, 0.047619, 0.038095, 0.076190, 0.019048, 0.000000, 0.085714, 0.009524, 0.019048, 0.038095, 0.085714, 0.066667, 0.066667, 0.066667, 0.114286, 0.330189, 0.842105, 106.000000, 25.000000, 0.235849, 0.560000, 0.240000, 0.200000, 0.140000, 0.060000, 0.050000, 0.051546, 0.051546, 0.092784, 0.092784, 0.041237, 0.010309, 0.000000, 0.051546, 0.010309, 0.010309, 0.000000, 0.020619, 0.020619, 0.020619, 0.010309, 0.010309, 0.051546, 0.000000, 0.010309, 0.041237, 0.000000, 0.000000, 0.000000, 0.000000, 0.041237, 0.010309, 0.010309, 0.000000, 0.134021, 0.082474, 0.030928, 0.092784, -15.200000, -17.400000, 0.028014, 9.140000, 0.020755, 0.297893, -0.143396, -0.434286, -0.035849, -0.608000
covid19_22801-23401_stem-506-584, 0.278481, 0.202532, 0.189873, 0.329114, 0.064103, 0.102564, 0.051282, 0.064103, 0.102564, 0.038462, 0.000000, 0.064103, 0.051282, 0.000000, 0.051282, 0.076923, 0.064103, 0.051282, 0.089744, 0.128205, 0.392405, 0.937500, 79.000000, 19.000000, 0.240506, 0.421053, 0.368421, 0.210526, 0.140351, 0.122807, 0.070175, 0.090909, 0.075758, 0.106061, 0.136364, 0.015152, 0.000000, 0.030303, 0.015152, 0.015152, 0.015152, 0.000000, 0.000000, 0.030303, 0.000000, 0.000000, 0.015152, 0.015152, 0.015152, 0.000000, 0.015152, 0.000000, 0.000000, 0.015152, 0.000000, 0.015152, 0.000000, 0.000000, 0.015152, 0.151515, 0.106061, 0.015152, 0.090909, -16.900000, -18.110000, 0.141470, 21.940000, 0.015316, 0.771382, -0.213924, -0.545161, -0.071308, -0.889474
covid19_22901-23501_stem-449-535, 0.275862, 0.218391, 0.183908, 0.321839, 0.081395, 0.081395, 0.058140, 0.058140, 0.081395, 0.046512, 0.000000, 0.081395, 0.034884, 0.034884, 0.034884, 0.081395, 0.081395, 0.058140, 0.081395, 0.104651, 0.402299, 0.842105, 87.000000, 27.000000, 0.310345, 0.518519, 0.296296, 0.185185, 0.103704, 0.059259, 0.037037, 0.082353, 0.070588, 0.094118, 0.105882, 0.011765, 0.011765, 0.035294, 0.082353, 0.000000, 0.023529, 0.023529, 0.011765, 0.035294, 0.011765, 0.011765, 0.023529, 0.070588, 0.011765, 0.011765, 0.035294, 0.000000, 0.000000, 0.000000, 0.000000, 0.023529, 0.035294, 0.000000, 0.011765, 0.058824, 0.047059, 0.000000, 0.058824, -18.500000, -19.780000, 0.125651, 12.660000, 0.014713, 0.389058, -0.212644, -0.528571, -0.042529, -0.685185
covid19_23001-23601_stem-80-173, 0.351064, 0.191489, 0.148936, 0.308511, 0.139785, 0.107527, 0.064516, 0.032258, 0.075269, 0.032258, 0.000000, 0.086022, 0.032258, 0.021505, 0.021505, 0.075269, 0.096774, 0.032258, 0.064516, 0.118280, 0.340426, 0.777778, 94.000000, 27.000000, 0.287234, 0.592593, 0.259259, 0.148148, 0.148148, 0.064815, 0.037037, 0.121951, 0.073171, 0.085366, 0.134146, 0.048780, 0.000000, 0.036585, 0.024390, 0.012195, 0.000000, 0.012195, 0.036585, 0.012195, 0.024390, 0.012195, 0.000000, 0.012195, 0.012195, 0.012195, 0.073171, 0.000000, 0.000000, 0.000000, 0.000000, 0.012195, 0.012195, 0.000000, 0.024390, 0.109756, 0.048780, 0.000000, 0.048780, -18.000000, -20.180000, 0.029133, 10.970000, 0.023191, 0.372931, -0.191489, -0.562500, -0.047872, -0.666667
covid19_23301-23901_stem-280-407, 0.257812, 0.265625, 0.171875, 0.304688, 0.055118, 0.070866, 0.055118, 0.078740, 0.086614, 0.047244, 0.023622, 0.102362, 0.023622, 0.055118, 0.031496, 0.062992, 0.094488, 0.094488, 0.055118, 0.062992, 0.437500, 0.647059, 128.000000, 39.000000, 0.304688, 0.538462, 0.282051, 0.179487, 0.089744, 0.047009, 0.029915, 0.113043, 0.043478, 0.078261, 0.147826, 0.017391, 0.017391, 0.052174, 0.052174, 0.017391, 0.052174, 0.017391, 0.000000, 0.000000, 0.034783, 0.008696, 0.008696, 0.043478, 0.034783, 0.017391, 0.034783, 0.000000, 0.000000, 0.000000, 0.000000, 0.026087, 0.008696, 0.000000, 0.008696, 0.034783, 0.060870, 0.008696, 0.060870, -28.200000, -29.540000, 0.113384, 9.300000, 0.010469, 0.200612, -0.220312, -0.503571, -0.036719, -0.723077
covid19_23501-24101_stem-410-483, 0.418919, 0.189189, 0.081081, 0.310811, 0.191781, 0.109589, 0.027397, 0.082192, 0.150685, 0.041096, 0.000000, 0.000000, 0.013699, 0.000000, 0.027397, 0.041096, 0.068493, 0.027397, 0.027397, 0.191781, 0.270270, 0.428571, 74.000000, 8.000000, 0.108108, 0.500000, 0.500000, 0.000000, 0.500000, 0.500000, 0.000000, 0.032787, 0.065574, 0.065574, 0.032787, 0.000000, 0.000000, 0.000000, 0.016393, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.016393, 0.016393, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.016393, 0.000000, 0.000000, 0.360656, 0.131148, 0.016393, 0.229508, -11.000000, -11.860000, 0.248694, 5.970000, 0.011622, 0.357402, -0.148649, -0.550000, -0.148649, -1.375000
covid19_23501-24101_stem-485-565, 0.345679, 0.222222, 0.160494, 0.271605, 0.112500, 0.062500, 0.075000, 0.087500, 0.137500, 0.025000, 0.000000, 0.062500, 0.062500, 0.050000, 0.025000, 0.025000, 0.025000, 0.087500, 0.062500, 0.100000, 0.382716, 0.722222, 81.000000, 23.000000, 0.283951, 0.565217, 0.347826, 0.086957, 0.141304, 0.086957, 0.021739, 0.126582, 0.037975, 0.063291, 0.151899, 0.025316, 0.037975, 0.025316, 0.012658, 0.037975, 0.000000, 0.000000, 0.000000, 0.012658, 0.025316, 0.000000, 0.012658, 0.012658, 0.025316, 0.037975, 0.025316, 0.000000, 0.000000, 0.000000, 0.000000, 0.025316, 0.012658, 0.012658, 0.012658, 0.088608, 0.088608, 0.025316, 0.063291, -19.200000, -19.800000, 0.374807, 5.850000, 0.007407, 0.225254, -0.237037, -0.619355, -0.059259, -0.834783
covid19_23601-24201_stem-235-309, 0.360000, 0.173333, 0.173333, 0.293333, 0.175676, 0.108108, 0.054054, 0.027027, 0.081081, 0.040541, 0.013514, 0.040541, 0.054054, 0.027027, 0.013514, 0.067568, 0.054054, 0.000000, 0.081081, 0.162162, 0.346667, 1.000000, 75.000000, 24.000000, 0.320000, 0.583333, 0.333333, 0.083333, 0.291667, 0.166667, 0.041667, 0.136986, 0.054795, 0.041096, 0.123288, 0.027397, 0.027397, 0.054795, 0.027397, 0.041096, 0.013699, 0.000000, 0.027397, 0.041096, 0.000000, 0.013699, 0.000000, 0.027397, 0.027397, 0.027397, 0.068493, 0.000000, 0.000000, 0.000000, 0.000000, 0.054795, 0.000000, 0.000000, 0.013699, 0.041096, 0.054795, 0.013699, 0.041096, -10.300000, -11.720000, 0.100254, 19.350000, 0.018933, 0.710215, -0.137333, -0.396154, -0.068667, -0.429167
covid19_23801-24401_stem-470-551, 0.341463, 0.146341, 0.182927, 0.329268, 0.123457, 0.049383, 0.061728, 0.111111, 0.061728, 0.037037, 0.000000, 0.037037, 0.061728, 0.024691, 0.037037, 0.061728, 0.098765, 0.024691, 0.086420, 0.123457, 0.329268, 1.250000, 82.000000, 18.000000, 0.219512, 0.500000, 0.388889, 0.111111, 0.166667, 0.129630, 0.037037, 0.093333, 0.053333, 0.093333, 0.080000, 0.026667, 0.013333, 0.000000, 0.026667, 0.000000, 0.000000, 0.013333, 0.000000, 0.026667, 0.026667, 0.000000, 0.000000, 0.000000, 0.013333, 0.013333, 0.040000, 0.000000, 0.000000, 0.000000, 0.000000, 0.013333, 0.000000, 0.000000, 0.040000, 0.200000, 0.013333, 0.066667, 0.146667, -12.800000, -14.450000, 0.068751, 11.780000, 0.020122, 0.478649, -0.156098, -0.474074, -0.052033, -0.711111
covid19_24001-24601_stem-84-194, 0.243243, 0.225225, 0.189189, 0.342342, 0.063636, 0.081818, 0.036364, 0.063636, 0.081818, 0.036364, 0.009091, 0.100000, 0.054545, 0.072727, 0.018182, 0.045455, 0.045455, 0.036364, 0.127273, 0.127273, 0.414414, 0.840000, 111.000000, 31.000000, 0.279279, 0.516129, 0.387097, 0.096774, 0.103226, 0.077419, 0.019355, 0.117647, 0.049020, 0.058824, 0.127451, 0.019608, 0.029412, 0.039216, 0.029412, 0.019608, 0.009804, 0.000000, 0.009804, 0.009804, 0.029412, 0.000000, 0.039216, 0.019608, 0.029412, 0.039216, 0.029412, 0.000000, 0.000000, 0.000000, 0.000000, 0.009804, 0.019608, 0.000000, 0.049020, 0.058824, 0.049020, 0.058824, 0.049020, -23.600000, -24.880000, 0.125814, 6.930000, 0.011532, 0.182450, -0.212613, -0.513043, -0.042523, -0.761290
